,Video Type 1,,,Video Type 2,,,Video Type 3,,,Video Type 4,,,Video Type 5,,,Video Type 6,,,Video Type 7,,,Video Type 8,,,Video Type 9,,,Video Type 10,,,Video Type 11,,,Video Type 12,,,Video Type Duplicate 1,,,Video Type Duplicate 2,,
,Robot ID,Timestamp,Reason,Robot ID,Timestamp,Reason,Robot ID,Timestamp,Reason,Robot ID,Timestamp,Reason,Robot ID,Timestamp,Reason,Robot ID,Timestamp,Reason,Robot ID,Timestamp,Reason,Robot ID,Timestamp,Reason,Robot ID,Timestamp,Reason,Robot ID,Timestamp,Reason,Robot ID,Timestamp,Reason,Robot ID,Timestamp,Reason,Robot ID,Timestamp,Reason,Robot ID,Timestamp,Reason
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,3,68.3,Prox Sensor Random,29,40.6,Left Wheel Zero,3,2.4,Prox Sensor Random,37,11.4,Left Wheel Zero,8,18.6,Left Wheel Zero,1,36.3,Prox Sensor Random,7,26.4,Left Wheel Zero,27,53,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,44.5,Prox Sensor Random,19,79.1,Prox Sensor Random,4,10.3,Prox Sensor Random,46,46.2,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 13,Seed 117,Exp 3,,Seed 127,Exp 8,,Seed 114,Exp 11,,Seed 122,Exp 4,,Seed 157,Exp 7,,Seed 143,Exp 1,Demo @ 1:31 (I'm guessing I stopped to show them something important at this time),Seed 158,Exp 10,,Seed 148,Exp 6,,Seed 207,Exp 2,,Seed 259,Exp 5,,Seed 226,Exp 12,,Seed 218,Exp 9,,Seed 143,Exp 1,Type 6,,,
Guesses,NONE,NONE,NONE,3,70,Proximity,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,7,71,Stuck,NONE,NONE,NONE,46,61,Wheel,11,98,Wheel Fault,60,150,nada,12,72,Wheel,43,37,wheel,41,60,Wheel fault,,,
,,,,3-Revoke,114,nada,,,,,,,,,,41,95,Wheel fault,,,,50,124,Proximity,9,122,Wheel Fault,60-Revoke,170,nada,,,,17,68,wheel,,,,,,
,,,,,,,,,,,,,,,,7-Revoke,159,nada,,,,,,,,,,,,,,,,,,,they accidentally rewatched the same video twice,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,4,34.7,Prox Sensor Random,41,21.9,Left Wheel Zero,2,37.3,Prox Sensor Random,46,11.1,Left Wheel Zero,9,49.4,Left Wheel Zero,50,21.7,Prox Sensor Random,12,56,Left Wheel Zero,17,5.7,Left Wheel Zero,41,21.9,Left Wheel Zero,,,
,,,,,,,,,,,,,,,,,,,,,,,,,11,47.2,Left Wheel Zero,46,32.5,Prox Sensor Random,0,11.7,Prox Sensor Random,43,21.7,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 14,Seed 111,Exp 9,,Seed 129,Exp 2,,Seed 118,Exp 8,,Seed 126,Exp 7,,Seed 137,Exp 3,,Seed 169,Exp 10,,Seed 140,Exp 11,,Seed 166,Exp 6,,Seed 209,Exp 12,,Seed 215,Exp 1,,Seed 244,Exp 5,,Seed 258,Exp 4,,,,,,,
Guesses,11,200,nada,22,22,nada,NONE,NONE,NONE,38,67,nada,1,113,nada,4,79,nada,12,7,nada,33,127,nada,6,65,nada,NONE,NONE,NONE,1,88,nada,36,16,nada,,,,,,
,,,,56,120,nada,,,,59,198,nada,,,,13,107,nada,,,,61,194,nada,4,78,nada,,,,8,106,nada,,,,,,,,,
,,,,2,183,nada,,,,,,,,,,,,,,,,,,,1,182,nada,,,,,,,,,,,,,,,
,,,,22,183,nada,,,,,,,,,,,,,,,,,,,1-Revoke,186,nada,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,28.2,Left Wheel Zero,13,69.3,Prox Sensor Random,12,2.5,Left Wheel Zero,61,2.4,Prox Sensor Random,4,60,Left Wheel Zero,63,10.9,Left Wheel Zero,1,41.4,Prox Sensor Random,2,51.5,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,6,58.6,Left Wheel Zero,16,70.7,Left Wheel Zero,8,36.9,Prox Sensor Random,36,3,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 15,Seed 111,Exp 1,,Seed 121,Exp 7,Took break right before starting the second half,Seed 120,Exp 4,,Seed 124,Exp 2,,Seed 159,Exp 6,,Seed 149,Exp 11,,Seed 152,Exp 8,,Seed 150,Exp 3,,Seed 203,Exp 9,,Seed 213,Exp 12,,Seed 242,Exp 10,,Seed 260,Exp 5,,,,,,,
Guesses,7,83,Prox,NONE,NONE,NONE,6,199,both wheels are out,NONE,NONE,NONE,6,105,prox sensor out,NONE,NONE,NONE,3,34,Prox sensor,4,95,one wheel is out,15,61,both wheels out,63,99,both wheels out,8,76,prox sensor out,16,115,prox sensor out,,,,,,
,7-Revoke,94,nada,,,,,,,,,,,,,,,,,,,,,,13,121,one wheel out,11,160,one wheel out,7,153,prox sensor out,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,13,131,both wheels now out,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,13,182,"one wheel back on, could actually have been a prox error, not a wheel error",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,6,11.4,Prox Sensor Random,63,77.4,Left Wheel Zero,3,2.4,Prox Sensor Random,4,1,Left Wheel Zero,15,40.7,Left Wheel Zero,63,30.4,Left Wheel Zero,7,16,Prox Sensor Random,43,5.9,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,13,50.2,Right Wheel Zero,11,57.1,Left Wheel Zero,8,24.7,Prox Sensor Random,16,37.1,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 16,Seed 113,Exp 7,,Seed 123,Exp 5,,Seed 112,Exp 11,,Seed 126,Exp 9,,Seed 151,Exp 6,,Seed 141,Exp 12,,Seed 154,Exp 1,,Seed 142,Exp 4,,Seed 201,Exp 3,,Seed 251,Exp 10,,Seed 248,Exp 2,,Seed 258,Exp 8,,,,,,,
Guesses,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,59,184,Proximity Sensor,7,133,Stuck near wall,NONE,NONE,NONE,13,66,Proximity sensor,27,153,Stuck near wall/Proximity sensor?,,52,Broken wheel,1,180,Stuck at wall,8,77,Proximity sensor,NONE,NONE,NONE,,,,,,
,,,,,,,,,,5,184,Proximity Sensor,,,,,,,,,,27-Revoke,172,nada,7,102,Permanadantly stuck near wall,,,,1,130,Proximity sensor/stuck at wall,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,18,187,Broken wheel,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,7,21,Prox Sensor Random,29,40.6,Left Wheel Zero,11,70.1,Prox Sensor Random,18,70.5,Left Wheel Zero,4,28.6,Left Wheel Zero,1,36.3,Prox Sensor Random,1,74.6,Prox Sensor Random,2,51.5,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,7,57.4,Right Wheel Zero,19,79.1,Prox Sensor Random,8,46.7,Prox Sensor Random,36,3,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 17,Seed 115,Exp 2,,Seed 125,Exp 8,,Seed 114,Exp 3,,Seed 128,Exp 6,,Seed 153,Exp 1,,Seed 143,Exp 9,,Seed 156,Exp 12,,Seed 144,Exp 10,,Seed 223,Exp 4,,Seed 211,Exp 5,,Seed 204,Exp 11,,Seed 256,Exp 7,,,,,,,
Guesses,NONE,NONE,NONE,NONE,NONE,NONE,12,35,Stuck - then found food,NONE,NONE,NONE,15,60,stuck near wall slow,41,27,Circlular Motion/wheel not working,10,144,Stuck on wall not recovering or proxy not working,43,85,Circlular Motion/Wheel not working,4,50,Hard Stuck on wall/Proxy wrong,51,117,Circular motion/ wheel not working,7,100,No motion at all,39,89,Weird jerky motion,,,,,,
,,,,,,,13,35,Stuck - then found food,,,,11,143,stopped for no reason,,,,,,,,,,13,119,No motion,48,162,Circular motion/ wheel not working,9,148,No motion near target even if no obs,9,180,on wall,,,,,,
,,,,,,,14,35,Stuck - then found food,,,,,,,,,,,,,,,,13,144,Weird on motion/wheel gone bad,,,,,,,,,,,,,,,
,,,,,,,15,35,Stuck - then found food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,10,108,jerky left/right motion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,135,Stuck for long time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,8,135,Stuck for long time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,12,48.8,Prox Sensor Random,41,21.9,Left Wheel Zero,10,41.8,Prox Sensor Random,43,29.1,Left Wheel Zero,13,58.3,Left Wheel Zero,48,43.1,Left Wheel Zero,7,45.6,Left Wheel Zero,39,14.3,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,4,23.4,Prox Sensor Random,51,64.4,Left Wheel Zero,9,40.1,Left Wheel Zero,9,79,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 18 (Not Used),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 19,Seed 119,Exp 6,,Seed 129,Exp 12,,Seed 118,Exp 5,,Seed 122,Exp 3,,Seed 131,Exp 11,,Seed 147,Exp 7,,Seed 134,Exp 9,,Seed 168,Exp 2,,Seed 205,Exp 1,,Seed 219,Exp 4,,Seed 224,Exp 8,,Seed 220,Exp 10,,,,,,,
Guesses,3,174,was beacon but started moving,nada,180,"a few just stayed at the ""food"" then never moved or did not try to leave",9,25,Sensor,NONE,NONE,NONE,0,63,wheel,62,96,Wheel,0,95,wheel,44,159,Sensor,3,45,wheel,43,159,Wheel,7,32,Sensor,3,105,wheel,,,,,,
,,,,,,,9-Revoke,59,nada,,,,,,,,,,,,,,,,0,77,wheel,,,,11,83,Wheel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,109,Stopped mvoing,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,132,Started and stopped again,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,168,Started and stopped again,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,39,Left Wheel Zero,62,76,Left Wheel Zero,0,74.6,Left Wheel Zero,44,26.3,Prox Sensor Random,0,65,Left Wheel Zero,43,4.4,Left Wheel Zero,11,33.4,Left Wheel Zero,28,38.3,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,3,32.3,Left Wheel Zero,1,73,Left Wheel Zero,7,16.3,Prox Sensor Random,3,24.3,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 20,Seed 111,Exp 5,,Seed 121,Exp 11,,Seed 120,Exp 1,,Seed 124,Exp 8,,Seed 155,Exp 3,,Seed 149,Exp 4,,Seed 160,Exp 2,,Seed 146,Exp 7,,Seed 227,Exp 9,,Seed 257,Exp 10,,Seed 222,Exp 6,,,,,Seed 250,Exp 12,Type 11,,,
Guesses,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,3,97,prox sensor,NONE,NONE,NONE,4,102,prox sensor,37,152,wheel,10,29,wheel,19,33,prox,5,79,wheel,,,,1,70,prox,,,
,,,,,,,,,,,,,,,,,,,,,,,,,13,73,prox sensor,,,,7,110,prox sensor,,,,5,134,prox,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,3,68.3,Prox Sensor Random,63,77.4,Left Wheel Zero,4,64.2,Prox Sensor Random,37,11.4,Left Wheel Zero,10,1.7,Left Wheel Zero,19,1.6,Prox Sensor Random,5,60.1,Left Wheel Zero,,,,1,1.5,Prox Sensor Random,,,
,,,,,,,,,,,,,,,,,,,,,,,,,13,0.2,Prox Sensor Random,44,50.6,Prox Sensor Random,7,30.8,Prox Sensor Random,,,,5,26.4,Prox Sensor Random,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 21,Seed 113,Exp 3,,Seed 123,Exp 10,,Seed 112,Exp 8,,Seed 126,Exp 7,,Seed 157,Exp 6,,Seed 161,Exp 5,,Seed 136,Exp 12,,Seed 148,Exp 11,,Seed 229,Exp 4,,Seed 231,Exp 2,,Seed 210,Exp 9,,,,,Seed 230,Exp 1,Type 11,,,
Guesses,0,55,Proximity sensor problem,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,4,74,Proximity sensor problem,6,59,Proximity sensor problem,1,66,Wheel problem,46,113,Wheel problem,4,8,Proximity sensor problem,31,119,Wheel problem,7,58,Wheel problem,,,,13,67,Wheel problem,,,
,11,60,Moved from beacon,,,,,,,,,,,,,6-Revoke,81,nada,nada,128,Moved from beacon,,,,4-Revoke,15,nada,60,188,Moved from beacon,11,103,Wheel problem,,,,13-Revoke,183,nada,,,
,0-Revoke,80,nada,,,,,,,,,,,,,0,194,Proximity sensor problem,,,,,,,9,78,Wheel problem,,,,,,,,,,,,,,,
,3,175,Proximity sensor problem,,,,,,,,,,,,,,,,,,,,,,15,100,Proximity sensor problem,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,4,34.7,Prox Sensor Random,0,63.6,Prox Sensor Random,1,21.1,Left Wheel Zero,46,11.1,Left Wheel Zero,9,51.1,Left Wheel Zero,31,66.3,Left Wheel Zero,11,35.5,Left Wheel Zero,,,,5,75.9,Left Wheel Zero,,,
,,,,,,,,,,,,,,,,,,,,,,,,,15,42.4,Prox Sensor Random,51,17,Prox Sensor Random,7,15,Left Wheel Zero,,,,13,3.9,Prox Sensor Random,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 22,Seed 115,Exp 3,,Seed 125,Exp 2,,Seed 114,Exp 12,,Seed 128,Exp 5,,Seed 133,Exp 7,,Seed 141,Exp 10,,Seed 152,Exp 6,,Seed 162,Exp 1,,Seed 203,Exp 11,,Seed 217,Exp 9,,Seed 242,Exp 4,,Seed 254,Exp 8,,,,,,,
Guesses,12,20,Proxy.,52,82,nada,14,62,proxy,39,103,proxy,6,56,proxy failure/false alarm,29,116,wheels,9,59,Beacon,39,44,wall,15,69,mechanical failure/wheels/proxy,23,74,proxy,NONE,NONE,NONE,5,49,proxy loss,,,,,,
Did not pause videos while writing for the first 6 videos,2,74,Proxy.,5,82,nada,14-Revoke,138,nada,7,103,proxy,6-Revoke,67,nada,5,178,proxy.,3,115,proxy.,29,44,wall,13,84,wheel,23-Revoke,140,nada,,,,26,64,Beacon,,,,,,
,14,133,Proxy.,29,118,Went over food,,,,35,119,proxy,13,88,Beacon,,,,4,160,proxy.,39-Revoke,nada,nada,,,,50,140,proxy,,,,5-Revoke,93,Started moving,,,,,,
,12-Revoke,nada,nada,32,118,Went over food,,,,57,119,proxy,15,141,wheel,,,,,,,29-Revoke,nada,nada,,,,33,160,wheel,,,,16,146,proxy not working,,,,,,
,2-Revoke,nada,nada,29-Revoke,135,nada,,,,3,128,wheels,,,,,,,,,,24,nada,Beacon,,,,,,,,,,,,,,,,,,
,14-Revoke,nada,nada,32-Revoke,135,nada,,,,14,152,proxy,,,,,,,,,,41,110,nada,,,,,,,,,,,,,,,,,,
,nada,nada,All are good.,36,140,proxy,,,,14-Revoke,179,nada,,,,,,,,,,45,117,wheels,,,,,,,,,,,,,,,,,,
,,,,40,140,proxy,,,,,,,,,,,,,,,,61,140,prox,,,,,,,,,,,,,,,,,,
,,,,44,176,proxy,,,,,,,,,,,,,,,,45-Revoke,165,nada,,,,,,,,,,,,,,,,,,
,,,,43,176,proxy,,,,,,,,,,,,,,,,12,185,prox,,,,,,,,,,,,,,,,,,
,,,,2,176,proxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,15,70.5,Left Wheel Zero,29,40.6,Left Wheel Zero,3,2.4,Prox Sensor Random,61,40.4,Prox Sensor Random,15,40.7,Left Wheel Zero,18,56.2,Left Wheel Zero,7,16,Prox Sensor Random,4,72.4,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,13,50.2,Right Wheel Zero,33,38.4,Left Wheel Zero,8,24.7,Prox Sensor Random,16,49.3,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 23,Seed 117,Exp 8,,Seed 127,Exp 10,,Seed 116,Exp 7,,Seed 130,Exp 3,,Seed 159,Exp 2,,Seed 163,Exp 12,,Seed 138,Exp 4,,Seed 150,Exp 9,,Seed 221,Exp 6,,Seed 259,Exp 11,,Seed 202,Exp 1,,Seed 232,Exp 5,,,,,,,
Guesses,8,175,wheel?,NONE,NONE,NONE,6,40,food sensor?,NONE,NONE,NONE,6,90,prox?,5,105,wheel?,9,150,stuck?,4,165,wheel?,8,50,wheel?,NONE,NONE,NONE,2,80,wheel?,23,160,wheel?,,,,,,
,8-Revoke,nada,nada,,,,1,110,beacon moved? (They added a question mark after 1),,,,,,,5-Revoke,130,nada,9-Revoke,185,nada,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,6,11.4,Prox Sensor Random,31,40.2,Prox Sensor Random,9,16.4,Left Wheel Zero,4,1,Left Wheel Zero,8,18.6,Left Wheel Zero,50,21.7,Prox Sensor Random,13,57.9,Left Wheel Zero,23,16,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1,44.5,Prox Sensor Random,46,32.5,Prox Sensor Random,2,32.1,Right Wheel Zero,45,75.1,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 24,Seed 119,Exp 10,,Seed 129,Exp 6,,Seed 118,Exp 4,,Seed 122,Exp 1,,Seed 135,Exp 12,,Seed 143,Exp 2,,Seed 154,Exp 11,,Seed 164,Exp 5,,Seed 241,Exp 9,,Seed 233,Exp 3,,Seed 224,Exp 8,,Seed 212,Exp 9,,,,,,,
Guesses,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,11,90,wheel,41,88,wheel fault,11,139,proximity,NONE,NONE,NONE,6,116,proximity,NONE,NONE,NONE,11,42,wheel,NONE,NONE,NONE,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,9,175,proximity,,,,7,159,proximity,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,11,13.3,Left Wheel Zero,41,21.9,Left Wheel Zero,11,70.1,Prox Sensor Random,5,40.1,Prox Sensor Random,9,10.7,Prox Sensor Random,42,48.3,Left Wheel Zero,11,33.4,Left Wheel Zero,23,71.6,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,6,79.6,Prox Sensor Random,13,31.1,Prox Sensor Random,7,16.3,Prox Sensor Random,62,46.5,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 25,Seed 111,Exp 12,,Seed 121,Exp 1,,Seed 120,Exp 3,,Seed 124,Exp 8,,Seed 151,Exp 5,,Seed 165,Exp 9,,Seed 140,Exp 4,,Seed 142,Exp 7,,Seed 205,Exp 2,,Seed 219,Exp 6,,Seed 244,Exp 10,,Seed 256,Exp 11,,,,,,,
Guesses,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,7,103,proximity sensors broken,1,170,proximity sensors broken,12,48,left wheel broken,NONE,NONE,NONE,3,57,left wheel broken,43,106,left wheel broken,1,63,turns in to the wall maybe proximity,9,174,proximity sensors broken,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0,101,left wheel broken,1,146,left wheel broken,8,126,keeps driving into wall possibly proximity as well,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,7,21,Prox Sensor Random,1,14.4,Prox Sensor Random,12,2.5,Left Wheel Zero,18,70.5,Left Wheel Zero,0,65,Left Wheel Zero,43,4.4,Left Wheel Zero,1,41.4,Prox Sensor Random,39,14.3,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,3,32.3,Left Wheel Zero,1,73,Left Wheel Zero,8,36.9,Prox Sensor Random,9,79,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 26,Seed 113,Exp 1,,Seed 123,Exp 9,,Seed 112,Exp 2,,Seed 126,Exp 11,,Seed 137,Exp 10,,Seed 145,Exp 4,,Seed 156,Exp 6,,Seed 166,Exp 12,,Seed 223,Exp 7,,Seed 251,Exp 5,,Seed 204,Exp 8,,Seed 234,Exp 3,,,,,,,
Guesses,11,65,Ignores food,39,120,prox sensor,14,95,Ignores beacon,NONE,NONE,NONE,1,74,wheel problem,24,38,prox sensor,10,75,beacon moves,61,17,prox sensor,4,55,prox sensors,1,193,prox sensor,15,67,Ignore food,NONE,NONE,NONE,,,,,,
,,,,39-Revoke,120,nada,,,,,,,,,,20,199,wheel problem,10,176,prox sensors,,,,13,78,wheel problem,19,193,prox sensor,12,67,Ignore food,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,78,wheel problem,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,140,prox sensor,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,28.2,Left Wheel Zero,20,39.6,Left Wheel Zero,10,41.8,Prox Sensor Random,61,2.4,Prox Sensor Random,13,58.3,Left Wheel Zero,1,36.3,Prox Sensor Random,7,45.6,Left Wheel Zero,15,77,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,4,23.4,Prox Sensor Random,19,79.1,Prox Sensor Random,9,40.1,Left Wheel Zero,4,70.3,Prox Sensor Random,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 27,Seed 115,Exp 5,,Seed 125,Exp 7,,Seed 114,Exp 12,,Seed 128,Exp 2,,Seed 153,Exp 4,,Seed 167,Exp 6,,Seed 132,Exp 3,,Seed 144,Exp 8,,Seed 243,Exp 10,,Seed 235,Exp 1,,Seed 226,Exp 9,,Seed 214,Exp 11,,,,,,,
Guesses,9,88,never went to food,29,141,not going towards food,6,70,cannot separate from wall,35,119,never went towards food - was close earlier,10,49,did not pick up beacon robot signadal,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,75,Shaky movement,38,44,sensor - going weird direction - red circle,0,100,broken sensor -> facing wall,3,193,Broken wheels - no motion,,,,,,
,,,,38,198,will not separate from wall,6-Revoke,112,nada,,,,1,165,not moving,,,,,,,,,,11,170,broken sensor - facing wall,61,92,not going towards food,12,172,broken wheel -> circular motion,,,,,,,,,
,,,,,,,,,,,,,1-Revoke,nada,nada,,,,,,,,,,,,,11,95,wheel - strange movement,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,95,wheel - strange movement,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,108,wheel - going in circle,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,157,not going towards food,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Values,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,12,48.8,Prox Sensor Random,51,70.7,Prox Sensor Random,2,60.6,Left Wheel Zero,43,29.1,Left Wheel Zero,0,7.9,Prox Sensor Random,62,72.9,Left Wheel Zero,12,56,Left Wheel Zero,3,44.7,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,11,79.9,Prox Sensor Random,11,24.4,Prox Sensor Random,0,11.7,Prox Sensor Random,41,21.1,Left Wheel Zero,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User 28,Seed 117,Exp 11,,Seed 127,Exp 10,,Seed 116,Exp 5,,Seed 130,Exp 12,,Seed 139,Exp 2,,Seed 147,Exp 1,,Seed 158,Exp 8,,Seed 168,Exp 6,,Seed 207,Exp 3,,Seed 211,Exp 9,,Seed 246,Exp 4,,Seed 258,Exp 7,,,,,,,
Guesses,14,nada,beacon problem,4,nada,collision,10,nada,stuck to wall for a while,9,nada,stuck to wall.,12,nada,wheel fault,10,nada,stuck to wall,2,nada,stuck to wall,5,nada,Stuck to wall for,10,nada,stuck to wall,3,nada,stuck to wall,6,nada,6 and 13 collide,6,nada,collision,,,,,,
,9,nada,stuck to wall,14,nada,collision,9,nada,Beacon problem,61,nada,stuck to wall.,8,nada,stuck to wall for a while then normal,24,nada,stuck to wall then normal,11,nada,beacon problem and stuck to wall,41,nada,Stuck to wall for,8,nada,wheel problem,6,nada,stuck to wall,13,nada,6 and 13 collide,34,nada,collision,,,,,,
