Individual,Num_Faults,LEDS,Swarm_Size,user_order,Wheel_Fault,Prox_Fault,Bal_Avg,Video Type,TP,TN,FP,FN,MCC,Fault_Type1,Fault_Type2
28,0,OFF,LARGE,28,NONE,NONE,0.921875,4,,,,,,NONE,NONE
28,1,ON,SMALL,28,YES,NONE,0.866666667,5,,,,,,WHEEL,NONE
28,1,ON,LARGE,28,YES,NONE,0.968253968,6,,,,,,WHEEL,NONE
28,1,OFF,SMALL,28,NONE,YES,0.9,7,,,,,,PROX,NONE
28,1,OFF,LARGE,28,NONE,YES,0.333333333,8,,,,,,PROX,NONE
28,2,ON,SMALL,28,YES,NONE,0.357142857,9,,,,,,WHEEL,WHEEL
28,2,ON,LARGE,28,YES,NONE,0.443548387,10,,,,,,WHEEL,WHEEL
28,2,OFF,SMALL,28,NONE,YES,0.821428571,11,,,,,,PROX,PROX
28,2,OFF,LARGE,28,NONE,YES,0.35483871,12,,,,,,PROX,PROX
29,0,ON,SMALL,29,NONE,NONE,1,1,,,,,,NONE,NONE
29,0,ON,LARGE,29,NONE,NONE,1,2,,,,,,NONE,NONE
29,0,OFF,SMALL,29,NONE,NONE,1,3,,,,,,NONE,NONE
29,0,OFF,LARGE,29,NONE,NONE,1,4,,,,,,NONE,NONE
29,1,ON,SMALL,29,NONE,YES,1,5,,,,,,PROX,NONE
29,1,ON,LARGE,29,NONE,YES,1,6,,,,,,PROX,NONE
29,1,OFF,SMALL,29,YES,NONE,1,7,,,,,,WHEEL,NONE
29,1,OFF,LARGE,29,YES,NONE,0.5,8,,,,,,WHEEL,NONE
29,2,ON,SMALL,29,YES,YES,1,9,,,,,,WHEEL,PROX
29,2,ON,LARGE,29,NONE,YES,0.491935484,10,,,,,,PROX,PROX
29,2,OFF,SMALL,29,YES,NONE,0.75,11,,,,,,WHEEL,WHEEL
29,2,OFF,LARGE,29,YES,YES,0.5,12,,,,,,WHEEL,PROX
30,0,ON,SMALL,30,NONE,NONE,1,1,,,,,,NONE,NONE
30,0,ON,LARGE,30,NONE,NONE,1,2,,,,,,NONE,NONE
30,0,OFF,SMALL,30,NONE,NONE,0.9375,3,,,,,,NONE,NONE
30,0,OFF,LARGE,30,NONE,NONE,1,4,,,,,,NONE,NONE
30,1,ON,SMALL,30,YES,NONE,1,5,,,,,,WHEEL,NONE
30,1,ON,LARGE,30,YES,NONE,0.5,6,,,,,,WHEEL,NONE
30,1,OFF,SMALL,30,NONE,YES,1,7,,,,,,PROX,NONE
30,1,OFF,LARGE,30,NONE,YES,0.5,8,,,,,,PROX,NONE
30,2,ON,SMALL,30,NONE,YES,0.964285714,9,,,,,,PROX,PROX
30,2,ON,LARGE,30,YES,YES,0.75,10,,,,,,WHEEL,PROX
30,2,OFF,SMALL,30,YES,YES,1,11,,,,,,WHEEL,PROX
30,2,OFF,LARGE,30,YES,NONE,0.75,12,,,,,,WHEEL,WHEEL
31,0,ON,SMALL,31,NONE,NONE,1,1,,,,,,NONE,NONE
31,0,ON,LARGE,31,NONE,NONE,1,2,,,,,,NONE,NONE
31,0,OFF,SMALL,31,NONE,NONE,0.9375,3,,,,,,NONE,NONE
31,0,OFF,LARGE,31,NONE,NONE,1,4,,,,,,NONE,NONE
31,1,ON,SMALL,31,NONE,YES,1,5,,,,,,PROX,NONE
31,1,ON,LARGE,31,NONE,YES,0.5,6,,,,,,PROX,NONE
31,1,OFF,SMALL,31,YES,NONE,0.5,7,,,,,,WHEEL,NONE
31,1,OFF,LARGE,31,YES,NONE,0.5,8,,,,,,WHEEL,NONE
31,2,ON,SMALL,31,YES,NONE,0.964285714,9,,,,,,WHEEL,WHEEL
31,2,ON,LARGE,31,YES,NONE,0.741935484,10,,,,,,WHEEL,WHEEL
31,2,OFF,SMALL,31,NONE,YES,0.5,11,,,,,,PROX,PROX
31,2,OFF,LARGE,31,NONE,YES,0.491935484,12,,,,,,PROX,PROX
32,0,ON,SMALL,32,NONE,NONE,0.9375,1,,,,,,NONE,NONE
32,0,ON,LARGE,32,NONE,NONE,1,2,,,,,,NONE,NONE
32,0,OFF,SMALL,32,NONE,NONE,1,3,,,,,,NONE,NONE
32,0,OFF,LARGE,32,NONE,NONE,1,4,,,,,,NONE,NONE
32,1,ON,SMALL,32,NONE,YES,1,5,,,,,,PROX,NONE
32,1,ON,LARGE,32,NONE,YES,1,6,,,,,,PROX,NONE
32,1,OFF,SMALL,32,YES,NONE,1,7,,,,,,WHEEL,NONE
32,1,OFF,LARGE,32,YES,NONE,0.5,8,,,,,,WHEEL,NONE
32,2,ON,SMALL,32,YES,NONE,1,9,,,,,,WHEEL,WHEEL
32,2,ON,LARGE,32,YES,NONE,0.75,10,,,,,,WHEEL,WHEEL
32,2,OFF,SMALL,32,NONE,YES,1,11,,,,,,PROX,PROX
32,2,OFF,LARGE,32,NONE,YES,0.741935484,12,,,,,,PROX,PROX
33,0,ON,SMALL,33,NONE,NONE,1,1,,,,,,NONE,NONE
33,0,ON,LARGE,33,NONE,NONE,1,2,,,,,,NONE,NONE
33,0,OFF,SMALL,33,NONE,NONE,1,3,,,,,,NONE,NONE
33,0,OFF,LARGE,33,NONE,NONE,1,4,,,,,,NONE,NONE
33,1,ON,SMALL,33,NONE,YES,0.5,5,,,,,,PROX,NONE
33,1,ON,LARGE,33,NONE,YES,0.5,6,,,,,,PROX,NONE
33,1,OFF,SMALL,33,YES,NONE,0.5,7,,,,,,WHEEL,NONE
33,1,OFF,LARGE,33,YES,NONE,0.5,8,,,,,,WHEEL,NONE
33,2,ON,SMALL,33,NONE,YES,0.75,9,,,,,,PROX,PROX
33,2,ON,LARGE,33,YES,YES,0.75,10,,,,,,WHEEL,PROX
33,2,OFF,SMALL,33,YES,YES,0.75,11,,,,,,WHEEL,PROX
33,2,OFF,LARGE,33,YES,NONE,0.5,12,,,,,,WHEEL,WHEEL
34,0,ON,SMALL,34,NONE,NONE,1,1,,,,,,NONE,NONE
34,0,ON,LARGE,34,NONE,NONE,1,2,,,,,,NONE,NONE
34,0,OFF,SMALL,34,NONE,NONE,1,3,,,,,,NONE,NONE
34,0,OFF,LARGE,34,NONE,NONE,1,4,,,,,,NONE,NONE
34,1,ON,SMALL,34,YES,NONE,1,5,,,,,,WHEEL,NONE
34,1,ON,LARGE,34,YES,NONE,0.5,6,,,,,,WHEEL,NONE
34,1,OFF,SMALL,34,NONE,YES,0.466666667,7,,,,,,PROX,NONE
34,1,OFF,LARGE,34,NONE,YES,0.5,8,,,,,,PROX,NONE
34,2,ON,SMALL,34,YES,NONE,1,9,,,,,,WHEEL,WHEEL
34,2,ON,LARGE,34,YES,NONE,0.491935484,10,,,,,,WHEEL,WHEEL
34,2,OFF,SMALL,34,NONE,YES,0.5,11,,,,,,PROX,PROX
34,2,OFF,LARGE,34,NONE,YES,0.75,12,,,,,,PROX,PROX
35,0,ON,SMALL,35,NONE,NONE,1,1,,,,,,NONE,NONE
35,0,ON,LARGE,35,NONE,NONE,1,2,,,,,,NONE,NONE
35,0,OFF,SMALL,35,NONE,NONE,1,3,,,,,,NONE,NONE
35,0,OFF,LARGE,35,NONE,NONE,1,4,,,,,,NONE,NONE
35,1,ON,SMALL,35,NONE,YES,1,5,,,,,,PROX,NONE
35,1,ON,LARGE,35,NONE,YES,0.5,6,,,,,,PROX,NONE
35,1,OFF,SMALL,35,YES,NONE,1,7,,,,,,WHEEL,NONE
35,1,OFF,LARGE,35,YES,NONE,1,8,,,,,,WHEEL,NONE
35,2,ON,SMALL,35,YES,YES,1,9,,,,,,WHEEL,PROX
35,2,ON,LARGE,35,NONE,YES,0.75,10,,,,,,PROX,PROX
35,2,OFF,SMALL,35,YES,NONE,1,11,,,,,,WHEEL,WHEEL
35,2,OFF,LARGE,35,YES,YES,0.75,12,,,,,,WHEEL,PROX
36,0,ON,SMALL,36,NONE,NONE,1,1,,,,,,NONE,NONE
36,0,ON,LARGE,36,NONE,NONE,0.984375,2,,,,,,NONE,NONE
36,0,OFF,SMALL,36,NONE,NONE,1,3,,,,,,NONE,NONE
36,0,OFF,LARGE,36,NONE,NONE,0.984375,4,,,,,,NONE,NONE
36,1,ON,SMALL,36,YES,NONE,1,5,,,,,,WHEEL,NONE
36,1,ON,LARGE,36,YES,NONE,0.5,6,,,,,,WHEEL,NONE
36,1,OFF,SMALL,36,NONE,YES,1,7,,,,,,PROX,NONE
36,1,OFF,LARGE,36,NONE,YES,1,8,,,,,,PROX,NONE
36,2,ON,SMALL,36,YES,YES,0.714285714,9,,,,,,WHEEL,PROX
36,2,ON,LARGE,36,NONE,YES,0.5,10,,,,,,PROX,PROX
36,2,OFF,SMALL,36,YES,NONE,1,11,,,,,,WHEEL,WHEEL
36,2,OFF,LARGE,36,YES,YES,0.5,12,,,,,,WHEEL,PROX
37,0,ON,SMALL,37,NONE,NONE,1,1,,,,,,NONE,NONE
37,0,ON,LARGE,37,NONE,NONE,1,2,,,,,,NONE,NONE
37,0,OFF,SMALL,37,NONE,NONE,0.9375,3,,,,,,NONE,NONE
37,0,OFF,LARGE,37,NONE,NONE,1,4,,,,,,NONE,NONE
37,1,ON,SMALL,37,YES,NONE,1,5,,,,,,WHEEL,NONE
37,1,ON,LARGE,37,NONE,YES,1,6,,,,,,PROX,NONE
37,1,OFF,SMALL,37,YES,NONE,0.966666667,7,,,,,,WHEEL,NONE
37,1,OFF,LARGE,37,NONE,YES,0.5,8,,,,,,PROX,NONE
37,2,ON,SMALL,37,NONE,YES,0.5,9,,,,,,PROX,PROX
37,2,ON,LARGE,37,YES,YES,1,10,,,,,,WHEEL,PROX
37,2,OFF,SMALL,37,YES,NONE,1,11,,,,,,WHEEL,WHEEL
37,2,OFF,LARGE,37,YES,YES,1,12,,,,,,WHEEL,PROX
38,0,ON,SMALL,38,NONE,NONE,1,1,,,,,,NONE,NONE
38,0,ON,LARGE,38,NONE,NONE,1,2,,,,,,NONE,NONE
38,0,OFF,SMALL,38,NONE,NONE,1,3,,,,,,NONE,NONE
38,0,OFF,LARGE,38,NONE,NONE,1,4,,,,,,NONE,NONE
38,1,ON,SMALL,38,YES,NONE,1,5,,,,,,WHEEL,NONE
38,1,ON,LARGE,38,NONE,YES,1,6,,,,,,PROX,NONE
38,1,OFF,SMALL,38,YES,NONE,1,7,,,,,,WHEEL,NONE
38,1,OFF,LARGE,38,NONE,YES,0.5,8,,,,,,PROX,NONE
38,2,ON,SMALL,38,NONE,YES,0.75,9,,,,,,PROX,PROX
38,2,ON,LARGE,38,YES,YES,0.5,10,,,,,,WHEEL,PROX
38,2,OFF,SMALL,38,YES,NONE,1,11,,,,,,WHEEL,WHEEL
38,2,OFF,LARGE,38,YES,YES,0.75,12,,,,,,WHEEL,PROX
39,0,ON,SMALL,39,NONE,NONE,1,1,,,,,,NONE,NONE
39,0,ON,LARGE,39,NONE,NONE,1,2,,,,,,NONE,NONE
39,0,OFF,SMALL,39,NONE,NONE,1,3,,,,,,NONE,NONE
39,0,OFF,LARGE,39,NONE,NONE,1,4,,,,,,NONE,NONE
39,1,ON,SMALL,39,NONE,YES,0.5,5,,,,,,PROX,NONE
39,1,ON,LARGE,39,YES,NONE,0.5,6,,,,,,WHEEL,NONE
39,1,OFF,SMALL,39,YES,NONE,1,7,,,,,,WHEEL,NONE
39,1,OFF,LARGE,39,NONE,YES,1,8,,,,,,PROX,NONE
39,2,ON,SMALL,39,NONE,YES,0.428571429,9,,,,,,PROX,PROX
39,2,ON,LARGE,39,YES,YES,1,10,,,,,,WHEEL,PROX
39,2,OFF,SMALL,39,YES,NONE,1,11,,,,,,WHEEL,WHEEL
39,2,OFF,LARGE,39,YES,YES,0.5,12,,,,,,WHEEL,PROX
40,0,ON,SMALL,40,NONE,NONE,1,1,,,,,,NONE,NONE
40,0,ON,LARGE,40,NONE,NONE,1,2,,,,,,NONE,NONE
40,0,OFF,SMALL,40,NONE,NONE,1,3,,,,,,NONE,NONE
40,0,OFF,LARGE,40,NONE,NONE,0.984375,4,,,,,,NONE,NONE
40,1,ON,SMALL,40,YES,NONE,1,5,,,,,,WHEEL,NONE
40,1,ON,LARGE,40,NONE,YES,0.5,6,,,,,,PROX,NONE
40,1,OFF,SMALL,40,YES,NONE,1,7,,,,,,WHEEL,NONE
40,1,OFF,LARGE,40,NONE,YES,0.5,8,,,,,,PROX,NONE
40,2,ON,SMALL,40,NONE,YES,1,9,,,,,,PROX,PROX
40,2,ON,LARGE,40,YES,YES,0.75,10,,,,,,WHEEL,PROX
40,2,OFF,SMALL,40,YES,NONE,1,11,,,,,,WHEEL,WHEEL
40,2,OFF,LARGE,40,YES,YES,0.75,12,,,,,,WHEEL,PROX
41,0,ON,SMALL,41,NONE,NONE,1,1,,,,,,NONE,NONE
41,0,ON,LARGE,41,NONE,NONE,1,2,,,,,,NONE,NONE
41,0,OFF,SMALL,41,NONE,NONE,1,3,,,,,,NONE,NONE
41,0,OFF,LARGE,41,NONE,NONE,1,4,,,,,,NONE,NONE
41,1,ON,SMALL,41,YES,NONE,0.5,5,,,,,,WHEEL,NONE
41,1,ON,LARGE,41,NONE,YES,0.5,6,,,,,,PROX,NONE
41,1,OFF,SMALL,41,YES,NONE,1,7,,,,,,WHEEL,NONE
41,1,OFF,LARGE,41,NONE,YES,1,8,,,,,,PROX,NONE
41,2,ON,SMALL,41,NONE,YES,0.5,9,,,,,,PROX,PROX
41,2,ON,LARGE,41,YES,YES,0.75,10,,,,,,WHEEL,PROX
41,2,OFF,SMALL,41,YES,YES,0.75,11,,,,,,WHEEL,PROX
41,2,OFF,LARGE,41,YES,NONE,0.75,12,,,,,,WHEEL,WHEEL
42,0,ON,SMALL,42,NONE,NONE,1,1,,,,,,NONE,NONE
42,0,ON,LARGE,42,NONE,NONE,1,2,,,,,,NONE,NONE
42,0,OFF,SMALL,42,NONE,NONE,1,3,,,,,,NONE,NONE
42,0,OFF,LARGE,42,NONE,NONE,1,4,,,,,,NONE,NONE
42,1,ON,SMALL,42,YES,NONE,1,5,,,,,,WHEEL,NONE
42,1,ON,LARGE,42,NONE,YES,0.5,6,,,,,,PROX,NONE
42,1,OFF,SMALL,42,YES,NONE,1,7,,,,,,WHEEL,NONE
42,1,OFF,LARGE,42,NONE,YES,1,8,,,,,,PROX,NONE
42,2,ON,SMALL,42,NONE,YES,0.75,9,,,,,,PROX,PROX
42,2,ON,LARGE,42,YES,YES,1,10,,,,,,WHEEL,PROX
42,2,OFF,SMALL,42,YES,YES,0.75,11,,,,,,WHEEL,PROX
42,2,OFF,LARGE,42,YES,NONE,0.991935484,12,,,,,,WHEEL,WHEEL
43,0,ON,SMALL,43,NONE,NONE,1,1,,,,,,NONE,NONE
43,0,ON,LARGE,43,NONE,NONE,1,2,,,,,,NONE,NONE
43,0,OFF,SMALL,43,NONE,NONE,0.9375,3,,,,,,NONE,NONE
43,0,OFF,LARGE,43,NONE,NONE,0.984375,4,,,,,,NONE,NONE
43,1,ON,SMALL,43,NONE,YES,1,5,,,,,,PROX,NONE
43,1,ON,LARGE,43,YES,NONE,1,6,,,,,,WHEEL,NONE
43,1,OFF,SMALL,43,YES,NONE,0.5,7,,,,,,WHEEL,NONE
43,1,OFF,LARGE,43,NONE,YES,0.492063492,8,,,,,,PROX,NONE
43,2,ON,SMALL,43,NONE,YES,0.75,9,,,,,,PROX,PROX
43,2,ON,LARGE,43,YES,YES,0.491935484,10,,,,,,WHEEL,PROX
43,2,OFF,SMALL,43,YES,YES,0.685483871,12,,,,,,WHEEL,PROX
43,2,OFF,LARGE,43,YES,NONE,0.459677419,12,,,,,,WHEEL,WHEEL
44,0,ON,SMALL,44,NONE,NONE,1,1,,,,,,NONE,NONE
44,0,ON,LARGE,44,NONE,NONE,1,2,,,,,,NONE,NONE
44,0,OFF,SMALL,44,NONE,NONE,1,3,,,,,,NONE,NONE
44,0,OFF,LARGE,44,NONE,NONE,1,4,,,,,,NONE,NONE
44,1,ON,SMALL,44,YES,NONE,1,5,,,,,,WHEEL,NONE
44,1,ON,LARGE,44,NONE,YES,0.992063492,6,,,,,,PROX,NONE
44,1,OFF,SMALL,44,NONE,YES,0.5,7,,,,,,PROX,NONE
44,1,OFF,LARGE,44,YES,NONE,0.5,8,,,,,,WHEEL,NONE
44,2,ON,SMALL,44,NONE,YES,1,9,,,,,,PROX,PROX
44,2,ON,LARGE,44,YES,NONE,0.991935484,10,,,,,,WHEEL,WHEEL
44,2,OFF,SMALL,44,YES,YES,1,11,,,,,,WHEEL,PROX
44,2,OFF,LARGE,44,NONE,YES,0.5,12,,,,,,PROX,PROX
